country,date,tags,local_expense,local_income,currency,main_amount,main_currency,description
iran,11/1/2014,food,"85,000",,IRR,2.66,USD,
iran,11/2/2014,food,"83,000",,IRR,2.59,USD,
iran,11/2/2014,accommodation,15,,USD,15,USD,
iran,11/2/2014,transportation,"200,000",,IRR,6.25,USD,
iran,11/2/2014,transportation,"40,000",,IRR,1.25,USD,
iran,11/2/2014,food,"30,000",,IRR,0.94,USD,
pakistan,11/3/2014,other,40,,PKR,0.39,USD,
pakistan,11/3/2014,food,50,,PKR,0.49,USD,
pakistan,11/3/2014,other,110,,PKR,1.07,USD,
pakistan,11/3/2014,other,300,,PKR,2.92,USD,
pakistan,11/3/2014,food,300,,PKR,2.92,USD,
pakistan,11/3/2014,accommodation,600,,PKR,5.83,USD,
pakistan,11/3/2014,transportation,3,,USD,3,USD,
pakistan,11/3/2014,other,"30,000",,IRR,0.94,USD,
pakistan,11/4/2014,food,250,,PKR,2.43,USD,
pakistan,11/4/2014,accommodation,"1,000.00",,PKR,9.72,USD,
pakistan,11/4/2014,food,70,,PKR,0.68,USD,
pakistan,11/5/2014,food,270,,PKR,2.62,USD,
pakistan,11/5/2014,food,150,,PKR,1.46,USD,
pakistan,11/5/2014,accommodation,"1,000.00",,PKR,9.72,USD,
pakistan,11/6/2014,food,20,,PKR,0.19,USD,
pakistan,11/6/2014,food,60,,PKR,0.58,USD,
pakistan,11/6/2014,food,40,,PKR,0.39,USD,
pakistan,11/6/2014,food,30,,PKR,0.29,USD,
pakistan,11/6/2014,food,100,,PKR,0.97,USD,
pakistan,11/6/2014,transportation,"4,020.00",,PKR,39.08,USD,
pakistan,11/7/2014,food,230,,PKR,2.24,USD,
pakistan,11/7/2014,accommodation,800,,PKR,7.78,USD,
pakistan,11/7/2014,food,70,,PKR,0.68,USD,
pakistan,11/7/2014,transportation,200,,PKR,1.94,USD,
pakistan,11/7/2014,food,20,,PKR,0.19,USD,
pakistan,11/7/2014,food,20,,PKR,0.19,USD,
pakistan,11/8/2014,food,145,,PKR,1.41,USD,
pakistan,11/8/2014,accommodation,400,,PKR,3.89,USD,
pakistan,11/8/2014,other,50,,PKR,0.49,USD,
pakistan,11/8/2014,transportation,300,,PKR,2.92,USD,
pakistan,11/8/2014,transportation,200,,PKR,1.94,USD,
pakistan,11/8/2014,transportation,55,,PKR,0.53,USD,
pakistan,11/9/2014,food,20,,PKR,0.19,USD,
pakistan,11/9/2014,transportation,"1,000.00",,PKR,9.72,USD,
pakistan,11/10/2014,food,80,,PKR,0.78,USD,
pakistan,11/10/2014,food,400,,PKR,3.89,USD,
pakistan,11/10/2014,accommodation,250,,PKR,2.43,USD,
pakistan,11/10/2014,other,20,,PKR,0.19,USD,
pakistan,11/10/2014,transportation,270,,PKR,2.62,USD,
pakistan,11/10/2014,transportation,350,,PKR,3.4,USD,
pakistan,11/10/2014,food,80,,PKR,0.78,USD,
pakistan,11/11/2014,other,160,,PKR,1.56,USD,
pakistan,11/11/2014,food,80,,PKR,0.78,USD,
pakistan,11/11/2014,food,160,,PKR,1.56,USD,
pakistan,11/11/2014,other,110,,PKR,1.07,USD,
pakistan,11/11/2014,food,50,,PKR,0.49,USD,
pakistan,11/11/2014,food,150,,PKR,1.46,USD,
pakistan,11/11/2014,accommodation,250,,PKR,2.43,USD,
pakistan,11/12/2014,food,275,,PKR,2.67,USD,
pakistan,11/12/2014,other,90,,PKR,0.87,USD,
pakistan,11/12/2014,food,30,,PKR,0.29,USD,
pakistan,11/12/2014,food,50,,PKR,0.49,USD,
pakistan,11/12/2014,accommodation,250,,PKR,2.43,USD,
pakistan,11/12/2014,transportation,100,,PKR,0.97,USD,
pakistan,11/12/2014,transportation,100,,PKR,0.97,USD,
pakistan,11/12/2014,food,180,,PKR,1.75,USD,
pakistan,11/13/2014,food,30,,PKR,0.29,USD,
pakistan,11/13/2014,food,50,,PKR,0.49,USD,
pakistan,11/13/2014,other,200,,PKR,1.94,USD,
pakistan,11/13/2014,transportation,"2,000.00",,PKR,19.44,USD,
pakistan,11/13/2014,other,100,,PKR,0.97,USD,
pakistan,11/13/2014,transportation,100,,PKR,0.97,USD,
pakistan,11/13/2014,transportation,100,,PKR,0.97,USD,
pakistan,11/13/2014,transportation,200,,PKR,1.94,USD,
pakistan,11/14/2014,food,50,,PKR,0.49,USD,
pakistan,11/14/2014,other,50,,PKR,0.49,USD,
pakistan,11/14/2014,food,220,,PKR,2.14,USD,
pakistan,11/14/2014,accommodation,600,,PKR,5.83,USD,
pakistan,11/14/2014,transportation,200,,PKR,1.94,USD,
pakistan,11/14/2014,food,35,,PKR,0.34,USD,
pakistan,11/14/2014,other,20,,PKR,0.19,USD,
pakistan,11/14/2014,food,170,,PKR,1.65,USD,
pakistan,11/14/2014,transportation,600,,PKR,5.83,USD,
pakistan,11/14/2014,transportation,40,,PKR,0.39,USD,
pakistan,11/15/2014,food,60,,PKR,0.58,USD,
pakistan,11/15/2014,food,20,,PKR,0.19,USD,
pakistan,11/15/2014,food,80,,PKR,0.78,USD,
pakistan,11/15/2014,food,300,,PKR,2.92,USD,
pakistan,11/15/2014,food,20,,PKR,0.19,USD,
pakistan,11/15/2014,other,50,,PKR,0.49,USD,
pakistan,11/15/2014,entrance,500,,PKR,4.86,USD,
pakistan,11/15/2014,accommodation,"1,000.00",,PKR,9.72,USD,
pakistan,11/16/2014,other,100,,PKR,0.97,USD,
pakistan,11/16/2014,entrance,500,,PKR,4.86,USD,
pakistan,11/16/2014,entrance,500,,PKR,4.86,USD,
pakistan,11/16/2014,other,50,,PKR,0.49,USD,
pakistan,11/16/2014,transportation,300,,PKR,2.92,USD,
pakistan,11/16/2014,transportation,"1,500.00",,PKR,14.58,USD,
