country,date,tags,local_expense,local_income,currency,main_amount,main_currency,description
cuba,5/25/2015,food,5,,CUP,0.19,USD,
cuba,5/25/2015,transportation,50,,CUP,1.92,USD,
cuba,5/25/2015,food,0.7,,USD,0.7,USD,
cuba,5/25/2015,cigarettes,0.6,,USD,0.6,USD,
cuba,5/25/2015,transportation,2,,USD,2,USD,
cuba,5/26/2015,food,3,,CUP,0.12,USD,
cuba,5/26/2015,food,5,,CUP,0.19,USD,
cuba,5/26/2015,cigarettes,0.6,,USD,0.6,USD,
cuba,5/26/2015,cigarettes,0.6,,USD,0.6,USD,
cuba,5/26/2015,food,0.7,,USD,0.7,USD,
cuba,5/26/2015,food,0.7,,USD,0.7,USD,
cuba,5/26/2015,accommodation,12,,USD,12,USD,
cuba,5/26/2015,food,2,,USD,2,USD,
cuba,5/27/2015,cigarettes,7,,CUP,0.27,USD,
cuba,5/27/2015,accommodation,10,,USD,10,USD,
cuba,5/27/2015,coffee,1,,CUP,0.04,USD,
cuba,5/27/2015,food,4.4,,CUP,0.17,USD,
cuba,5/27/2015,food,6,,CUP,0.23,USD,
cuba,5/27/2015,food,5,,CUP,0.19,USD,
cuba,5/27/2015,food,5,,CUP,0.19,USD,
cuba,5/27/2015,transportation,30,,CUP,1.15,USD,
cuba,5/28/2015,other,4.5,,USD,4.5,USD,
cuba,5/28/2015,food,6,,CUP,0.23,USD,
cuba,5/28/2015,cigarettes,7,,CUP,0.27,USD,
cuba,5/28/2015,food,3,,CUP,0.12,USD,
cuba,5/28/2015,coffee,2,,CUP,0.08,USD,
cuba,5/28/2015,food,9,,CUP,0.35,USD,
cuba,5/28/2015,accommodation,10,,USD,10,USD,
cuba,5/29/2015,food,3,,CUP,0.12,USD,
cuba,5/29/2015,coffee,2,,CUP,0.08,USD,
cuba,5/29/2015,cigarettes,7,,CUP,0.27,USD,
cuba,5/29/2015,accommodation,10,,USD,10,USD,
cuba,5/30/2015,coffee,2,,CUP,0.08,USD,
cuba,5/30/2015,cigarettes,7,,CUP,0.27,USD,
cuba,5/30/2015,accommodation,10,,USD,10,USD,
cuba,6/1/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/2/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/3/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/4/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/5/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/6/2015,transportation,20,,USD,20,USD,
cuba,6/6/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/7/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/8/2015,cigarettes,7,,CUP,0.27,USD,
cuba,6/9/2015,gift,15,,USD,15,USD,
cuba,6/9/2015,cigarettes,5,,USD,5,USD,
cuba,6/9/2015,cigarettes,28,,CUP,1.08,USD,
